name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
WHITLOCK Luke,Male,United States of America,United States of America,['Swimming'],"[""Men's 800m Freestyle""]",18,Yes,No,0
FARRO Chloe,Female,Aruba,Netherlands,['Swimming'],"[""Women's 50m Freestyle""]",21,Yes,No,0
THET HTAR Thuzar,Female,Myanmar,Myanmar,['Badminton'],"[""Women's Singles""]",25,Yes,No,0
ALMAZ UULU Bekzat,Male,Kyrgyzstan,Kyrgyzstan,['Wrestling'],"[""Men's Freestyle 57kg""]",24,No,No,0
AKMATALIEV Ernazar,Male,Kyrgyzstan,Kyrgyzstan,['Wrestling'],"[""Men's Freestyle 65kg""]",26,Yes,No,0
TARERE Josh,Male,Papua New Guinea,Papua New Guinea,['Swimming'],"[""Men's 100m Freestyle""]",24,No,No,0
VELE Georgia-Leigh,Female,Papua New Guinea,Papua New Guinea,['Swimming'],"[""Women's 50m Freestyle""]",26,No,No,0
DAULETBEKOV Azamat,Male,Kazakhstan,Kazakhstan,['Wrestling'],"[""Men's Freestyle 86kg""]",30,Yes,No,0
KARTBAY Meirambek,Male,Kazakhstan,Kazakhstan,['Wrestling'],"[""Men's Freestyle 57kg""]",26,Yes,No,0
BATIRMURZAEV Yusu,Male,Kazakhstan,Kazakhstan,['Wrestling'],"[""Men's Freestyle 125kg""]",28,Yes,No,0
ZOHRI Lalu Muhammad,Male,Indonesia,Indonesia,['Athletics'],"[""Men's 100m""]",24,No,No,0
KASSMAN Kevin Sogo,Male,Papua New Guinea,Papua New Guinea,['Taekwondo'],['Men -68kg'],25,No,No,0
MARA Gibson Kaogo,Male,Papua New Guinea,Papua New Guinea,['Taekwondo'],['Men +80kg'],26,No,No,0
BARU Morea,Male,Papua New Guinea,Papua New Guinea,['Weightlifting'],"[""Men's 61kg""]",34,Yes,No,0
MULENGA Chanda,Male,Zambia,Zambia,['Athletics'],"[""Men's 4 x 400m Relay""]",22,No,No,0
CHO Daeseong,Male,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",22,Yes,No,0
JANG Woojin,Male,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",29,Yes,No,0
JEON Jihee,Female,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",32,Yes,Yes,1
LEE Eunhye,Female,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Women's Team""]",29,No,Yes,1
LIM Jonghoon,Male,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Men's Team"", 'Mixed Doubles']",27,Yes,Yes,1
SHIN Yubin,Female,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",20,Yes,Yes,2
CRIBBIN Sean,Male,Ireland,Ireland,['Rugby Sevens'],['Men'],26,Yes,No,0
ELSAYED Mohamed,Male,Egypt,Egypt,['Fencing'],"[""Men's Ã‰pÃ©e Individual"", ""Men's Ã‰pÃ©e Team""]",21,Yes,Yes,1
YASSEEN Mohamed,Male,Egypt,Egypt,['Fencing'],"[""Men's Ã‰pÃ©e Individual"", ""Men's Ã‰pÃ©e Team""]",20,Yes,No,0
ELSAYED Mahmoud,Male,Egypt,Egypt,['Fencing'],"[""Men's Ã‰pÃ©e Team""]",19,No,No,0
MOHSEN Mahmoud,Male,Egypt,Egypt,['Fencing'],"[""Men's Ã‰pÃ©e Individual"", ""Men's Ã‰pÃ©e Team""]",29,Yes,No,0
LANE Emily,Female,Ireland,Ireland,['Rugby Sevens'],['Women'],25,Yes,No,0
HUSSEIN Aya,Female,Egypt,Egypt,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]",21,Yes,No,0
BOHM Csaba,Male,Hungary,Hungary,['Modern Pentathlon'],"[""Men's Individual""]",24,Yes,No,0
EKWAM Zablon Ekhal,Male,Kenya,Kenya,['Athletics'],"[""Men's 400m""]",27,Yes,No,0
ENNIS Sarah,Female,Ireland,Ireland,['Equestrian'],"['Eventing Individual', 'Eventing Team']",49,Yes,No,0
GULYAS Michelle,Female,Hungary,Hungary,['Modern Pentathlon'],"[""Women's Individual""]",24,Yes,Yes,1
GUZI Blanka,Female,Hungary,Hungary,['Modern Pentathlon'],"[""Women's Individual""]",25,Yes,No,0
AMR HOSSNY Sara,Female,Egypt,Egypt,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",14,No,No,0
SOLIMAN Loulwa,Female,Egypt,Egypt,['Fencing'],"[""Women's Ã‰pÃ©e Team""]",17,No,No,0
MOATAZ Adham,Male,Egypt,Egypt,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]",21,No,No,0
BURNS Megan,Female,Ireland,Ireland,['Rugby Sevens'],['Women'],24,Yes,No,0
SZEP Balazs,Male,Hungary,Hungary,['Modern Pentathlon'],"[""Men's Individual""]",25,No,No,0
EHAB Nardin,Female,Egypt,Egypt,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]",28,Yes,No,0
ELSISSY Ziad,Male,Egypt,Egypt,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]",30,Yes,No,0
HAMZA Malak,Female,Egypt,Egypt,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",18,No,No,0
HANY Noha,Female,Egypt,Egypt,['Fencing'],"[""Women's Foil Team""]",23,No,No,0
ELSHARKAWY Yara,Female,Egypt,Egypt,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",25,No,No,0
TAUTA Kelvin Sane,Male,Kenya,Kenya,['Athletics'],['4 x 400m Relay Mixed'],24,No,No,0
TILGA Karel,Male,Estonia,Estonia,['Athletics'],"[""Men's Decathlon""]",26,Yes,No,0
TOLBA Abdelrahman Hussein,Male,Egypt,Egypt,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",17,No,No,0
OIGLANE Janek,Male,Estonia,Estonia,['Athletics'],"[""Men's Decathlon""]",30,Yes,No,0
ERM Johannes,Male,Estonia,Estonia,['Athletics'],"[""Men's Decathlon""]",26,Yes,No,0
BICSAK Bence,Male,Hungary,Hungary,['Triathlon'],"[""Men's Individual""]",29,Yes,No,0
MAGI Rasmus,Male,Estonia,Estonia,['Athletics'],"[""Men's 400m Hurdles""]",32,Yes,No,0
ABOUELKASSEM Alaaeldin,Male,Egypt,Egypt,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",34,Yes,No,0
ESSAM Mohamed,Male,Egypt,Egypt,['Fencing'],"[""Men's Foil Team""]",30,No,No,0
AMER Mohamed,Male,Egypt,Egypt,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]",27,No,No,0
HAMZA Mohamed,Male,Egypt,Egypt,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",24,No,No,0
SARDALASHVILI Giorgi,Male,Georgia,Georgia,['Judo'],"['Men -60 kg', 'Mixed Team']",21,Yes,No,0
TEBOGO Letsile,Male,Botswana,Botswana,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 400m Relay""]",21,Yes,Yes,2
KUTTOR-BRAGMAYER Zsanett,Female,Hungary,Hungary,['Triathlon'],"[""Women's Individual""]",30,Yes,No,0
KULYNYCZ Arkadiusz Marcin,Male,Poland,Poland,['Wrestling'],"[""Men's Greco-Roman 87kg""]",32,No,No,0
PIHELA Elisabeth,Female,Estonia,Estonia,['Athletics'],"[""Women's High Jump""]",20,Yes,No,0
LEHMANN Csongor,Male,Hungary,Hungary,['Triathlon'],"[""Men's Individual""]",25,Yes,No,0
FREILICH Yuval Shalom,Male,Israel,Israel,['Fencing'],"[""Men's Ã‰pÃ©e Individual""]",29,Yes,No,0
DWEDAR Mohammed,Male,Palestine,Palestine,['Athletics'],"[""Men's 800m""]",23,No,No,0
PUDAR Lana,Female,Bosnia and Herzegovina,Bosnia and Herzegovina,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 200m Butterfly""]",18,Yes,No,0
CABRAL Francisco,Male,Portugal,Portugal,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",27,No,No,0
BORGES Nuno,Male,Portugal,Portugal,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",27,Yes,No,0
KIDALI Koitatoi,Male,Kenya,Kenya,['Athletics'],"[""Men's 800m""]",21,Yes,No,0
LITVINOVICH Ivan,Male,AIN,Belarus,['Trampoline Gymnastics'],['Men'],23,Yes,Yes,1
BILAL MAZHAR,Male,Egypt,Egypt,['Football'],['Men'],21,Yes,No,0
GRILLO Emiliano,Male,Argentina,Argentina,['Golf'],"[""Men's Individual Stroke Play""]",32,No,No,0
YU Fu,Female,Portugal,Portugal,['Table Tennis'],"[""Women's Singles""]",46,Yes,No,0
SHAO Jieni,Female,Portugal,Portugal,['Table Tennis'],"[""Women's Singles""]",30,Yes,No,0
GERALDO Joao,Male,Portugal,Portugal,['Table Tennis'],"[""Men's Team""]",29,No,No,0
FREITAS Marcos,Male,Portugal,Portugal,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",36,No,No,0
APOLONIA Tiago,Male,Portugal,Portugal,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",38,No,No,0
AKILOV Pyly,Male,Hungary,Hungary,['Boxing'],"[""Men's 80kg""]",25,Yes,No,0
PIMENTA Fernando,Male,Portugal,Portugal,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",35,Yes,No,0
RIBEIRO Joao,Male,Portugal,Portugal,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",35,Yes,No,0
BAPTISTA Messias,Male,Portugal,Portugal,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",25,Yes,No,0
PORTELA Teresa,Female,Portugal,Portugal,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",37,Yes,No,0
HAMORI Anna Luca,Female,Hungary,Hungary,['Boxing'],"[""Women's 66kg""]",23,No,No,0
KOVACS Richard,Male,Hungary,Hungary,['Boxing'],"[""Men's 63.5kg""]",27,Yes,No,0
MAIER Nicole,Female,Germany,Germany,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",24,Yes,No,0
HOSSAM ABDELMAGUID,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
SAMUKONGA Muzala,Male,Zambia,Zambia,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",22,Yes,Yes,1
HAMZA ALAA,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
LEKIC Jovan,Male,Bosnia and Herzegovina,Bosnia and Herzegovina,['Swimming'],"[""Men's 400m Freestyle""]",21,No,No,0
LUCHEMBE Kennedy,Male,Zambia,Zambia,['Athletics'],"[""Men's 4 x 400m Relay""]",23,No,No,0
VEGA Paulina,Female,Chile,Chile,['Table Tennis'],"[""Women's Singles""]",40,No,No,0
ZENG Zhiying,Female,Chile,Chile,['Table Tennis'],"[""Women's Singles""]",58,No,No,0
KAMINSKI Jan,Male,Poland,Poland,['Equestrian'],"['Eventing Individual', 'Eventing Team']",32,Yes,No,0
KORYCKA Malgorzata,Female,Poland,Poland,['Equestrian'],"['Eventing Individual', 'Eventing Team']",32,Yes,No,0
KNAP Wiktoria,Female,Poland,Poland,['Equestrian'],"['Eventing Individual', 'Eventing Team']",25,Yes,No,0
POWALA Robert,Male,Poland,Poland,['Equestrian'],"['Eventing Individual', 'Eventing Team']",53,Yes,No,0
NDIAYE Mbagnick,Male,Senegal,Senegal,['Judo'],['Men +100 kg'],31,Yes,No,0
OGUNSEMILORE Cynthia Temitayo,Female,Nigeria,Nigeria,['Boxing'],"[""Women's 60kg""]",22,Yes,No,0
DROR Roy,Male,Israel,Israel,['Archery'],"[""Men's Individual"", 'Mixed Team']",19,Yes,No,0
MOSHE Mikaella,Female,Israel,Israel,['Archery'],"[""Women's Individual"", 'Mixed Team']",21,Yes,No,0
OLAORE Olaitan Adam,Male,Nigeria,Nigeria,['Boxing'],"[""Men's 92kg""]",22,Yes,No,0
ZIAD KAMAL,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
SZULC Aleksandra,Female,Poland,Poland,['Equestrian'],"['Dressage Individual', 'Dressage Team']",37,No,No,0
MILCZAREK Katarzyna,Female,Poland,Poland,['Equestrian'],"['Dressage Individual', 'Dressage Team']",59,No,No,0
DAGHFOUS Yasmine,Female,Tunisia,Tunisia,['Fencing'],"[""Women's Sabre Individual""]",24,Yes,No,0
FERJANI Fares,Male,Tunisia,Tunisia,['Fencing'],"[""Men's Sabre Individual""]",27,No,Yes,1
GRZEGORZEWSKI Adam,Male,Poland,Poland,['Equestrian'],"['Jumping Individual', 'Jumping Team']",26,No,No,0
ORSCHEL Cassandra,Female,Poland,Poland,['Equestrian'],['Jumping Team'],32,No,No,0
KUBIAK Dawid,Male,Poland,Poland,['Equestrian'],['Jumping Team'],37,No,No,0
WECHTA Maksymilian,Male,Poland,Poland,['Equestrian'],"['Jumping Individual', 'Jumping Team']",31,No,No,0
CROVETTO CHADID Francisca,Female,Chile,Chile,['Shooting'],['Skeet Women'],34,Yes,Yes,1
MERONK Adrian,Male,Poland,Poland,['Golf'],"[""Men's Individual Stroke Play""]",31,No,No,0
GABER Shirwit,Female,Egypt,Egypt,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]",26,Yes,No,0
VILLEGAS Camilo,Male,Colombia,Colombia,['Golf'],"[""Men's Individual Stroke Play""]",42,No,No,0
CASILLAS GARCIA Miriam,Female,Spain,Spain,['Triathlon'],"[""Women's Individual""]",32,No,No,0
GODOY CONTRERAS Anna,Female,Spain,Spain,['Triathlon'],"[""Women's Individual""]",32,No,No,0
GONZALEZ GARCIA Alberto,Male,Spain,Spain,['Triathlon'],"[""Men's Individual""]",26,Yes,No,0
SANCHEZ MANTECON Roberto,Male,Spain,Spain,['Triathlon'],"[""Men's Individual""]",28,Yes,No,0
SERRAT SEOANE Antonio,Male,Spain,Spain,['Triathlon'],"[""Men's Individual""]",29,Yes,No,0
HAFEZ Nada,Female,Egypt,Egypt,['Fencing'],"[""Women's Sabre Individual""]",27,No,No,0
ECHAVARRIA Nico,Male,Colombia,Colombia,['Golf'],"[""Men's Individual Stroke Play""]",30,No,No,0
BALBUENA Fabian,Male,Paraguay,Paraguay,['Football'],['Men'],33,Yes,No,0
GALLARDO FERRADA Andres,Male,Chile,Chile,['Archery'],"[""Men's Individual""]",21,Yes,No,0
GOMEZ Diego,Male,Paraguay,Paraguay,['Football'],['Men'],21,Yes,No,0
BARDZILOUSKAYA Viyaleta,Female,AIN,Belarus,['Trampoline Gymnastics'],['Women'],19,No,Yes,1
SEGUEL LACAMARA Clemente,Male,Chile,Chile,['Sailing'],"[""Men's Dinghy""]",25,Yes,No,0
PONCELL MAURIN Maria Jose,Female,Chile,Chile,['Sailing'],"[""Women's Dinghy""]",29,No,No,0
SANTOS Marcos,Male,Angola,Angola,['Athletics'],"[""Men's 100m""]",20,Yes,No,0
GRIMALT Esteban,Male,Chile,Chile,['Beach Volleyball'],['Men'],33,No,No,0
GRIMALT Marco,Male,Chile,Chile,['Beach Volleyball'],['Men'],35,No,No,0
GUNNARSDOTTIR Erna Soley,Female,Iceland,Iceland,['Athletics'],"[""Women's Shot Put""]",24,No,No,0
NYAMBE Patrick Kakozi,Male,Zambia,Zambia,['Athletics'],"[""Men's 4 x 400m Relay""]",22,Yes,No,0
PACHECO ESPINOSA Nicolas,Male,Peru,Peru,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",30,Yes,No,0
BORDA OLAECHEA Daniella,Female,Peru,Peru,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",30,Yes,No,0
MBEWE Thomson,Male,Zambia,Zambia,['Athletics'],"[""Men's 4 x 400m Relay""]",20,No,No,0
de SOUSA Agate,Female,Portugal,Portugal,['Athletics'],"[""Women's Long Jump""]",24,No,No,0
CABECINHA Ana,Female,Portugal,Portugal,['Athletics'],"[""Women's 20km Race Walk""]",40,Yes,No,0
AZEVEDO Catia,Female,Portugal,Portugal,['Athletics'],"[""Women's 400m""]",30,Yes,No,0
BANDEIRA Eliana,Female,Portugal,Portugal,['Athletics'],"[""Women's Shot Put""]",28,Yes,No,0
DIALLO Fatoumata Binta,Female,Portugal,Portugal,['Athletics'],"[""Women's 400m Hurdles""]",24,Yes,No,0
BELO Francisco,Male,Portugal,Portugal,['Athletics'],"[""Men's Shot Put""]",33,Yes,No,0
RODRIGUES Irina,Female,Portugal,Portugal,['Athletics'],"[""Women's Discus Throw""]",33,Yes,No,0
NADER Isaac,Male,Portugal,Portugal,['Athletics'],"[""Men's 1500m""]",25,No,No,0
BUARO Pedro,Male,Portugal,Portugal,['Athletics'],"[""Men's Pole Vault""]",23,Yes,No,0
COELHO Joao,Male,Portugal,Portugal,['Athletics'],"[""Men's 400m""]",25,Yes,No,0
RAMOS Leandro,Male,Portugal,Portugal,['Athletics'],"[""Men's Javelin Throw""]",24,Yes,No,0
CA Liliana,Female,Portugal,Portugal,['Athletics'],"[""Women's Discus Throw""]",38,Yes,No,0
BAZOLO Lorene Dorcas,Female,Portugal,Portugal,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",41,Yes,No,0
MACHADO Mariana,Female,Portugal,Portugal,['Athletics'],"[""Women's 5000m""]",24,Yes,No,0
PICHARDO Pedro,Male,Portugal,Portugal,['Athletics'],"[""Men's Triple Jump""]",31,Yes,Yes,1
AFONSO Salome,Female,Portugal,Portugal,['Athletics'],"[""Women's 1500m""]",27,Yes,No,0
BARATA Samuel,Male,Portugal,Portugal,['Athletics'],"[""Men's Marathon""]",31,Yes,No,0
SANTOS Susana,Female,Portugal,Portugal,['Athletics'],"[""Women's Marathon""]",32,Yes,No,0
PEREIRA Tiago,Male,Portugal,Portugal,['Athletics'],"[""Men's Triple Jump""]",31,Yes,No,0
ARNAUDOV Tsanko,Male,Portugal,Portugal,['Athletics'],"[""Men's Shot Put""]",32,Yes,No,0
OLIVEIRA Vitoria,Female,Portugal,Portugal,['Athletics'],"[""Women's 20km Race Walk""]",32,Yes,No,0
INCHUDE Jessica,Female,Portugal,Portugal,['Athletics'],"[""Women's Shot Put""]",28,Yes,No,0
PINNOCK Wayne,Male,Jamaica,Jamaica,['Athletics'],"[""Men's Long Jump""]",24,Yes,Yes,1
POWELL Jevaughn,Male,Jamaica,Jamaica,['Athletics'],"[""Men's 400m""]",24,No,No,0
MARTINS Filipa,Female,Portugal,Portugal,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",28,Yes,No,0
ALBUQUERQUE Gabriel,Male,Portugal,Portugal,['Trampoline Gymnastics'],['Men'],18,Yes,No,0
RACH Christina,Female,Eritrea,Eritrea,['Swimming'],"[""Women's 50m Freestyle""]",17,No,No,0
OWUSU Aaron Ghebre,Male,Eritrea,Eritrea,['Swimming'],"[""Men's 50m Freestyle""]",18,No,No,0
CATRILEO Hugo,Male,Chile,Chile,['Athletics'],"[""Men's Marathon""]",27,Yes,No,0
NIRAGIRA Ange Ciella,Female,Burundi,Burundi,['Judo'],['Women -78 kg'],22,No,No,0
PRICE Tim,Male,New Zealand,New Zealand,['Equestrian'],"['Eventing Individual', 'Eventing Team']",45,No,No,0
GALLOWAY Melissa,Female,New Zealand,New Zealand,['Equestrian'],['Dressage Individual'],31,Yes,No,0
PRICE Jonelle,Female,New Zealand,New Zealand,['Equestrian'],"['Eventing Individual', 'Eventing Team']",44,No,No,0
JOHNSTONE Clarke,Male,New Zealand,New Zealand,['Equestrian'],"['Eventing Individual', 'Eventing Team']",37,No,No,0
POWELL Caroline,Female,New Zealand,New Zealand,['Equestrian'],"['Eventing Individual', 'Eventing Team']",51,No,No,0
KO Lydia,Female,New Zealand,New Zealand,['Golf'],"[""Women's Individual Stroke Play""]",27,No,Yes,1
FOX Ryan,Male,New Zealand,New Zealand,['Golf'],"[""Men's Individual Stroke Play""]",37,No,No,0
HILLIER Daniel,Male,New Zealand,New Zealand,['Golf'],"[""Men's Individual Stroke Play""]",26,No,No,0
YU Angela,Female,Australia,Australia,['Badminton'],"[""Women's Doubles""]",21,Yes,No,0
MAPASA Setyana,Female,Australia,Australia,['Badminton'],"[""Women's Doubles""]",29,Yes,No,0
HO Tiffany,Female,Australia,Australia,['Badminton'],"[""Women's Singles""]",26,Yes,No,0
SOGABE Kyotaro,Male,Japan,Japan,['Wrestling'],"[""Men's Greco-Roman 67kg""]",23,No,No,0
KUSAKA Nao,Male,Japan,Japan,['Wrestling'],"[""Men's Greco-Roman 77kg""]",24,Yes,Yes,1
ISHIGURO Hayato,Male,Japan,Japan,['Wrestling'],"[""Men's Freestyle 86kg""]",25,No,No,0
KIYOOKA Kotaro,Male,Japan,Japan,['Wrestling'],"[""Men's Freestyle 65kg""]",23,No,Yes,1
KAGAMI Yuka,Female,Japan,Japan,['Wrestling'],"[""Women's Freestyle 76kg""]",23,No,Yes,1
MOTOKI Sakura,Female,Japan,Japan,['Wrestling'],"[""Women's Freestyle 62kg""]",22,No,Yes,1
TAKATANI Daichi,Male,Japan,Japan,['Wrestling'],"[""Men's Freestyle 74kg""]",30,No,Yes,1
OZAKI Nonoka,Female,Japan,Japan,['Wrestling'],"[""Women's Freestyle 68kg""]",21,Yes,Yes,1
SAKURAI Tsugumi,Female,Japan,Japan,['Wrestling'],"[""Women's Freestyle 57kg""]",23,Yes,Yes,1
FUJINAMI Akari,Female,Japan,Japan,['Wrestling'],"[""Women's Freestyle 53kg""]",21,No,Yes,1
SUSAKI Yui,Female,Japan,Japan,['Wrestling'],"[""Women's Freestyle 50kg""]",25,Yes,Yes,1
FUMITA Kenichiro,Male,Japan,Japan,['Wrestling'],"[""Men's Greco-Roman 60kg""]",29,Yes,Yes,1
HIGUCHI Rei,Male,Japan,Japan,['Wrestling'],"[""Men's Freestyle 57kg""]",28,No,Yes,1
CALDWELL Abbey,Female,Australia,Australia,['Athletics'],"[""Women's 800m""]",23,Yes,No,0
SPENCER Adam,Male,Australia,Australia,['Athletics'],"[""Men's 1500m""]",23,Yes,No,0
PITCHER Allanah,Female,Australia,Australia,['Athletics'],['Marathon Race Walk Relay Mixed'],21,No,No,0
CASHIN Amy,Female,Australia,Australia,['Athletics'],"[""Women's 3000m Steeplechase""]",30,Yes,No,0
BUCHANAN Andrew,Male,Australia,Australia,['Athletics'],"[""Men's Marathon""]",33,Yes,No,0
MOLONEY Ashley,Male,Australia,Australia,['Athletics'],"[""Men's Decathlon""]",24,No,No,0
BUCKINGHAM Ben,Male,Australia,Australia,['Athletics'],"[""Men's 3000m Steeplechase""]",33,Yes,No,0
STARC Brandon,Male,Australia,Australia,['Athletics'],"[""Men's High Jump""]",31,Yes,No,0
MASTERS Bree,Female,Australia,Australia,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",29,Yes,No,0
BUSCHKUEHL Brooke,Female,Australia,Australia,['Athletics'],"[""Women's Long Jump""]",31,Yes,No,0
LAW Calab,Male,Australia,Australia,['Athletics'],"[""Men's 200m"", ""Men's 4 x 100m Relay""]",21,Yes,No,0
McENTYRE Cameron,Male,Australia,Australia,['Athletics'],"[""Men's Javelin Throw""]",25,Yes,No,0
NEWTON-SMITH Camryn,Female,Australia,Australia,['Athletics'],"[""Women's Heptathlon""]",24,Yes,No,0
FEAIN-RYAN Cara,Female,Australia,Australia,['Athletics'],"[""Women's 3000m Steeplechase""]",25,Yes,No,0
BISSET Catriona,Female,Australia,Australia,['Athletics'],"[""Women's 800m""]",30,Yes,No,0
MUCCI Celeste,Female,Australia,Australia,['Athletics'],"[""Women's 100m Hurdles""]",25,Yes,No,0
MITREVSKI Christopher,Male,Australia,Australia,['Athletics'],"[""Men's Long Jump""]",28,Yes,No,0
IUS Christopher,Male,Australia,Australia,['Athletics'],"[""Men's 4 x 100m Relay""]",24,No,No,0
HOLLINGSWORTH Claudia,Female,Australia,Australia,['Athletics'],"[""Women's 800m""]",19,Yes,No,0
MURPHY Connor,Male,Australia,Australia,['Athletics'],"[""Men's Triple Jump""]",23,Yes,No,0
TINGAY Declan,Male,Australia,Australia,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",25,Yes,No,0
LANE Ebony,Female,Australia,Australia,['Athletics'],"[""Women's 4 x 100m Relay""]",26,No,No,0
PATTERSON Eleanor,Female,Australia,Australia,['Athletics'],"[""Women's High Jump""]",28,Yes,Yes,1
CONNOLLY Ella,Female,Australia,Australia,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",24,Yes,No,0
BEER Ellie,Female,Australia,Australia,['Athletics'],"[""Women's 400m""]",21,Yes,No,0
GREGSON Genevieve,Female,Australia,Australia,['Athletics'],"[""Women's Marathon""]",35,Yes,No,0
GRIFFITH Georgia,Female,Australia,Australia,['Athletics'],"[""Women's 1500m""]",28,Yes,No,0
BATT-DOYLE Isobel,Female,Australia,Australia,['Athletics'],"[""Women's 5000m""]",29,Yes,No,0
DESPARD Jacob,Male,Australia,Australia,['Athletics'],"[""Men's 4 x 100m Relay""]",28,Yes,No,0
